ID,URL,Collection,Title,Contents,Battery,Energy,Power,Sustainab,Green,Included,Notes
ROSA745,https://answers.ros.org/question/10746/kinect-power-create-shutdown-issue/,ROSAnswers,Kinect power - Create shutdown issue,", I am having some issues where my create is powering down after the kinect is on for a few min",3,0,17,0,0,,
ROSA746,https://answers.ros.org/question/11020/what-does-the-intensity-channel-of-a-point-cloud-refer-to/,ROSAnswers,what does the intensity channel of a point cloud refer to?,"n, representing some quality of measurement: energy returned, pixel value, etc.  Sometimes it ca",0,1,0,0,0,,
ROSA747,https://answers.ros.org/question/11027/urdf-in-rviz-lags/,ROSAnswers,urdf in rviz lags,I don't see the problem (after machines have power cycled and been connected to the internet).D,0,0,1,0,0,,
ROSA748,https://answers.ros.org/question/11102/turtlebot-calibration-still-waiting-for-scan/,ROSAnswers,TurtleBot Calibration -- Still waiting for scan,ate:then:   It sounds like the Kinect is not powered on.  Can you launch the turtlebot dashboar,0,0,1,0,1,,
ROSA749,https://answers.ros.org/question/10621/navigation-stack-with-errors-on-launch/,ROSAnswers,navigation stack with errors on launch,untu machines cause the pc on the bot is not powerful enough for rviz and so on. All I had to d,0,0,1,0,0,,
ROSA750,https://answers.ros.org/question/11241/rosbag-and-real-robots/,ROSAnswers,rosbag and real robots?,D Pose Estimate)  Then I click and point the green arrow where I believe the robot is at.  Howe,0,0,0,0,1,,
ROSA751,https://answers.ros.org/question/11240/care-o-bot-simulation-extremely-slow/,ROSAnswers,care-o-bot simulation extremely slow,ame problem here on several machines. Even a powerful 4 core machine with nvidia graphics (ubun,0,0,1,0,0,,
ROSA752,https://answers.ros.org/question/11262/import-orgrosrosjavaandroidmessagecallable-error/,ROSAnswers,import org.ros.rosjava.android.MessageCallable error,ncy. Check that the project properties has a green check mark next to the android_gingerbread l,0,0,0,0,1,,
ROSA753,https://answers.ros.org/question/11783/turtlebot-usb-connection-no-data/,ROSAnswers,TurtleBot USB Connection - No Data,"m trying to get a Roomba 555 with Turtlebot power board to work, but keep getting the followin",0,0,3,0,1,,
ROSA754,https://answers.ros.org/question/11799/does-the-roomba-564-has-a-gyro/,ROSAnswers,Does the roomba 564 has a gyro?,"t?Thanks.  The gyro is part of the Turtlebot power board, not the roomba/create itself. You can",0,0,2,0,0,,
ROSA755,https://answers.ros.org/question/11369/remote-turtlebot-powerup/,ROSAnswers,remote turtlebot powerup?,rtlebot from a remote site and would like to powerup the create without asking someone local to,0,0,6,0,0,,
ROSA756,https://answers.ros.org/question/11612/status-on-arm-navigation-tutorials/,ROSAnswers,Status on arm navigation tutorials,"ink you'll find interesting, as it shows the power of the planning scene for letting you use th",0,0,1,0,0,,
ROSA757,https://answers.ros.org/question/11483/pr2-planning_component_visualizer/,ROSAnswers,PR2 planning_component_visualizer,"wer, which is substantially more general and powerful than the planning_components_visualizer. ",0,0,1,0,0,,
ROSA758,https://answers.ros.org/question/11276/best-pc-architecture-to-run-turtlebot/,ROSAnswers,Best PC architecture to run Turtlebot,"lebot? I just installed a Mini-ITX mobo, low power i5 processor, and ssd in the cargo bay. Mayb",5,0,4,0,0,,
ROSA759,https://answers.ros.org/question/11487/does-the-turtlebot-powergyro-board-need-to-enable-the-kinect/,ROSAnswers,Does the turtlebot power/gyro board need to enable the kinect?,Do I need to 'turn on' the turtlebot power/gyro board somehow to power up my kinect? I,0,0,10,0,0,,
ROSA760,https://answers.ros.org/question/12048/status-stale-in-turtlebots-dashboard/,ROSAnswers,"Status ""Stale"" in Turtlebot's dashboard",ly available in ). Does it mean that (a) the battery of  is left unused for long so that it has m,4,0,0,0,0,,
ROSA761,https://answers.ros.org/question/11138/navigation-stack-on-youbot/,ROSAnswers,Navigation stack on youBot,iz a navigation goal this is what happensThe green path is the full plan for the robot (topic:,0,0,0,0,2,,
ROSA762,https://answers.ros.org/question/12306/ardu-imu-v3-drivers/,ROSAnswers,Ardu IMU+ V3 drivers,"Ardu-IMU V3 seems to be very interesting and powerful...
Its xmas-time and I like to buy one fo",0,0,2,0,0,,
ROSA763,https://answers.ros.org/question/11994/turtlebot-arm-servos-not-being-recognized/,ROSAnswers,Turtlebot arm servos not being recognized [closed],"ate battery (as opposed to going through the power board, since the only port on my power board",1,0,3,0,0,,
ROSA764,https://answers.ros.org/question/12263/kinect-does-not-turn-on-turns-off-on-its-own/,ROSAnswers,Kinect does not turn on / turns off on its own," If you don't see that, unplug it, press the power button until you  are confident it's off, th",5,0,1,0,0,,
ROSA765,https://answers.ros.org/question/12464/splitting-work-between-ros-and-a-custom-motor-controller-board/,ROSAnswers,Splitting work between ROS and a custom motor controller board,ndle either. Remember more motors means more power required.I doubt you really need a real-time,0,0,1,0,0,,
ROSA766,https://answers.ros.org/question/12446/turtlebot-slam-map-building-problems/,ROSAnswers,Turtlebot SLAM map building problems,...    I think I figured this out! My sensor/power board has the ADXRS620 gyro and not the ADXR,0,0,1,0,0,,
ROSA767,https://answers.ros.org/question/12355/turtlebot-easier-way-to-check-power-button-status-of-irobot-create/,ROSAnswers,(Turtlebot) Easier way to check power button status of iRobot Create,What would be easier ways to check the power on/off on ?If I understand correctly the usa,0,0,12,0,0,,
ROSA768,https://answers.ros.org/question/12385/irobot-create-odometry-package/,ROSAnswers,irobot create odometry package,"f a few:1) You can't rely on the Create's ""unpowered"" odometry. The on-board controller uses mo",2,0,2,0,0,,
ROSA769,https://answers.ros.org/question/11467/pcd_viewer-crashes-after-installing-electric/,ROSAnswers,pcd_viewer crashes after installing electric [closed],"l, pcd_viewer_simple has the nice red, blue, green axes that follow the mouse, but that's all. ",0,0,0,0,1,,
ROSA770,https://answers.ros.org/question/12505/grasshopper2-camera-doesnt-switch-off/,ROSAnswers,Grasshopper2 camera doesn't switch off,"ow, by the way, of any other way to check to power state of the camera (or the firewire bus), p",0,0,6,0,1,,
ROSA771,https://answers.ros.org/question/12651/turtlebot-kinect-not-publishing-any-images/,ROSAnswers,Turtlebot / Kinect - not publishing any images?,".Any clue where to look?I tried an alternate power supply, wall power, and an alternate kinect.",0,0,5,0,2,,
ROSA772,https://answers.ros.org/question/11885/file-rospack-find-turtlebot_navigationnav_rvizvcg-does-not-exist/,ROSAnswers,file [rospack find turtlebot_navigation/nav_rviz.vcg] does not exist,dashboard to light up properly as one of the battery lights never turn green but both batteries a,2,0,0,0,1,,
ROSA773,https://answers.ros.org/question/12745/gyro-for-turtlebot/,ROSAnswers,gyro for turtlebot,er just a create with a laptop (no turtlebot power/gyro board).Unfortunately the main distribut,0,0,1,0,0,,
ROSA774,https://answers.ros.org/question/11447/kinect-not-detected/,ROSAnswers,Kinect not detected,troubleshooting...Sometimes it can also be a power problem.  Check to make sure the connect tur,0,0,2,0,1,,
ROSA775,https://answers.ros.org/question/27666/turtlebot-gmapping-large-area/,ROSAnswers,turtlebot gmapping large area,"obot pose"".  Also, I noticed that the create power LED is off, and in one case I got a power er",1,0,6,0,0,,
ROSA776,https://answers.ros.org/question/27559/ubuntu-64bit-1110-kinect/,ROSAnswers,Ubuntu 64bit 11.10 + Kinect,e.  It looks like you might not have the 12V power supplied to the Kinect.  There should be thr,0,0,1,0,0,,
ROSA777,https://answers.ros.org/question/12973/kinect-issues-on-different-machines/,ROSAnswers,kinect issues on different machines,e a stupid suggestion - but the Kinect needs power (12v) either from a Wall Wart or an external,1,0,5,0,0,,
ROSA778,https://answers.ros.org/question/29051/making-my-turtlebot-with-asus-xtion/,ROSAnswers,Making my Turtlebot with ASUS Xtion [closed]," useful.   No; the Asus Xtion only needs USB power, and already has a USB connector.If you want",0,0,1,0,0,,
ROSA779,https://answers.ros.org/question/29788/turtlebot-bringup-minimallaunch-cannot-find-create-on-devttyusb0/,ROSAnswers,"Turtlebot bringup minimal.launch, cannot find create on dev/ttyUSB0",connect to the serial port at 57600 baud and power cycle the create. If the hardware is working,0,0,2,0,0,,
ROSA780,https://answers.ros.org/question/31341/gyro-for-turtlebot/,ROSAnswers,Gyro for Turtlebot?,re you could buy the gyro built in with this power board  from I heart engineering.  I had not,0,0,1,0,0,,
ROSA781,https://answers.ros.org/question/29523/neural-network-and-machine-learning/,ROSAnswers,Neural network and machine learning ?,"s subscribers. By the way, pybrain is pretty powerful, and the ANN has an ok documentation, but",0,0,2,0,0,,
ROSA782,https://answers.ros.org/question/31580/navigation-stack-only-in-place-turning/,ROSAnswers,Navigation stack - only in place turning,an other path (shown in the screenshot) The green path is the global path. The yellow obstacle,0,0,0,0,1,,
ROSA783,https://answers.ros.org/question/28571/how-to-convert-the-world-coordination-to-robot-coodination-in-pr2-ros/,ROSAnswers,how to convert the world coordination to robot coodination in PR2 ros,at you have a look at . It provides a pretty powerful interface for arm navigation. You can fin,0,0,1,0,0,,
ROSA784,https://answers.ros.org/question/12614/transform-from-base_link-to-odom-failed/,ROSAnswers,Transform from base_link to odom failed,"is error?  On a system that is slightly underpowered, you may see this error occasionally. As l",0,0,1,0,1,,
ROSA785,https://answers.ros.org/question/29678/turtlebot-unstable/,ROSAnswers,Turtlebot: Unstable,"says, ""check if the Create is plugged in and powered on"", when the connections are perfect and ",0,0,5,0,4,,
ROSA786,https://answers.ros.org/question/30580/asus-xtion-and-open-ni-documentation/,ROSAnswers,ASUS Xtion and Open NI documentation,"se OpenNI, or ROS has any way around ?   The power of OpenNI is that it is a ""standard"" interfa",0,0,1,0,0,,
ROSA787,https://answers.ros.org/question/29501/using-the-turtlebot-gyro-without-ros/,ROSAnswers,Using the Turtlebot gyro without ROS,"), and found the turtlebot's gyro sensor and power board, which looks very convenient!Is it pos",0,0,2,0,0,,
ROSA788,https://answers.ros.org/question/29612/robot_pose_ekf-filter-tf-fails/,ROSAnswers,Robot_Pose_EKF filter TF fails,mark this answer as accepted by checking the green checkmark at the left?,0,0,0,0,1,,
ROSA789,https://answers.ros.org/question/9588/has-anyone-worked-with-the-clearpath-robotics-husky-a200/,ROSAnswers,Has anyone worked with the Clearpath Robotics Husky A200?," (velocities, odometric readings, system and power status, battery levels, etc), all published ",1,0,1,0,0,,
ROSA790,https://answers.ros.org/question/27743/transform-posewithcovariance/,ROSAnswers,Transform PoseWithCovariance,handling. I think this would be a much more powerful system allowing even a transformation gra,0,0,1,0,0,,
ROSA791,https://answers.ros.org/question/30235/reduction-in-image-quality-in-ros/,ROSAnswers,reduction in image quality in ROS,iver or cause the camera to lock up and need power-cycled (Usually this is only if you try to c,0,0,1,0,0,,
ROSA792,https://answers.ros.org/question/28413/beginner-robot/,ROSAnswers,beginner robot,ith ROS the built in motor driver has enough power to carry a small laptopHow about the arduino,0,0,1,0,0,,
ROSA793,https://answers.ros.org/question/32322/turtlebot-kinect-power/,ROSAnswers,turtlebot kinect power,"ealterm. I used a crimping tool, cut out the power-adapter from the Y-splitter and connected th",0,0,11,0,1,,
ROSA794,https://answers.ros.org/question/30770/minimallaunch-constantly-restarting-vol2/,ROSAnswers,minimal.launch > constantly restarting vol2.,"artswith
 * /diagnostic_aggregator/analyzers/power/path
 * /robot_pose_ekf/output_frame
 * /dia",6,0,9,0,1,,
ROSA795,https://answers.ros.org/question/32194/rosbridge-rosjstypestringfromtopic-does-not-work/,ROSAnswers,rosbridge /rosjs/typeStringFromTopic does not work,s highlighting turns the first example fully green because it's a string. The second example is,0,0,0,0,1,,
ROSA796,https://answers.ros.org/question/32736/react-on-diagnostics-eg-shutdown-on-low-battery/,ROSAnswers,react on diagnostics (eg shutdown on low battery),s) to represent system state for things like power and temperature.I then have a separate node,2,0,1,0,0,,
ROSA797,https://answers.ros.org/question/33263/new-to-ros-as-well-as-linux/,ROSAnswers,New to ROS as well as LINUX.,"o can really understand ROS and use the full power of ROS. When I just look,I found that ROS do",0,0,1,0,0,,
ROSA798,https://answers.ros.org/question/31704/running-ros-in-pure-simulation/,ROSAnswers,Running ROS in pure simulation [closed],kinect attached (I'm currently waiting on a power/comms cable). Any thoughts on how to deal wi,0,0,1,0,0,,
ROSA799,https://answers.ros.org/question/34462/rosbridge-image-uri-data/,ROSAnswers,rosbridge image (uri-data),e mpeg_server because this solution is quite power consuming. (50-60% of the CPU if i ask for a,0,0,1,0,0,,
ROSA800,https://answers.ros.org/question/12267/publishing-and-subscribing-gyro-msgs-in-a-turtlebot/,ROSAnswers,publishing and subscribing Gyro msgs in a Turtlebot,"u can provide!Thanks.
Divya    The TurtleBot power board has a gyro attached to the analog in. ",0,0,1,0,0,,
ROSA801,https://answers.ros.org/question/34239/turtlebot-dying-when-launching-kinect/,ROSAnswers,Turtlebot dying when launching kinect,fter setting the depth frame id and then the power system dies shortly after.turtlebot@turtlebo,2,0,3,0,0,,
ROSA802,https://answers.ros.org/question/35699/gazebo-real-and-simulation-time/,ROSAnswers,Gazebo real and simulation time,"it can. It's based on the system's computing power, so more nodes = less CPU time for Gazebo. T",0,0,1,0,0,,
ROSA803,https://answers.ros.org/question/34233/no-devices-connected-error-with-turtlebot/,ROSAnswers,"""No devices connected..."" error with Turtlebot",03/kinect_breaker_enabler-1*.logSOLVED - The power cable down in the bot had wiggled loose.Plea,0,0,2,0,1,,
ROSA804,https://answers.ros.org/question/11406/will-ros-be-able-to-run-on-the-raspberry-pi/,ROSAnswers,Will ROS be able to run on the Raspberry Pi? [closed],are definitely getting a lot more computing power so it definitely has possibilities.  Yes - I,0,0,1,0,0,,
ROSA805,https://answers.ros.org/question/34571/openni_launch-on-lion-with-xtion/,ROSAnswers,Openni_Launch on Lion with Xtion,about it is that it doesnt require external power,much better for robotics. The worst thing a,0,0,1,0,,
ROSA806,https://answers.ros.org/question/36974/multiple-point-grey-chameleon-usb-cameras-unstable/,ROSAnswers,Multiple Point Grey Chameleon USB cameras unstable,need to hard reboot the computer and cut off power to the cameras (they are powered through bot,0,0,5,0,0,,
ROSA807,https://answers.ros.org/question/36986/pre-requisite-c-programming-knowledge-for-ros/,ROSAnswers,pre-requisite C programming knowledge for ROS?,"achieve your goals. : Boost is an incredibly powerful and helpful library, and ROS already incl",0,0,1,0,0,,
ROSA808,https://answers.ros.org/question/10563/problems-with-pelican-control-using-asctec_drivers/,ROSAnswers,Problems with Pelican control using asctec_drivers,opilot to UART1 of the Atom board. They both power on. Thank you very much for your help.  Hi F,0,0,1,0,0,,
ROSA809,https://answers.ros.org/question/36430/gazebo-dead-slow-on-8x27ghz-cpu-with-a-nvidia-gt650m-gpu/,ROSAnswers,Gazebo dead slow on 8x2.7GHz cpu with a NVidia GT650m gpu," has Optimus, with a sticker promising great battery life and great performance. I don't care for",2,0,0,0,0,,
ROSA810,https://answers.ros.org/question/32525/turtlebot-rviz-camera-point-cloud2-topics-not-available-to-choose/,ROSAnswers,Turtlebot rviz Camera & Point Cloud2 topics not available to choose,ashboard Diagnostic & Breaker 0 so Kinect is powered on-blinking green light and red laser is o,2,0,2,0,2,,
ROSA811,https://answers.ros.org/question/37258/ros_nxt-advanced-capabilites/,ROSAnswers,ROS_NXT Advanced Capabilites?,"adapted to run on it, the brick is in no way powerful enough to run a full blown ROS.Exploiting",0,0,1,0,0,,
ROSA812,https://answers.ros.org/question/36829/subscribe-to-image-topic-over-wifi/,ROSAnswers,subscribe to image topic over WiFi,"quired by the streaming, but it requires CPU power to compress the data on your robot.The only ",0,0,1,0,0,,
ROSA813,https://answers.ros.org/question/37126/pr2-sees-ghost-obstacles-in-tilting-laser/,ROSAnswers,PR2 sees ghost obstacles in tilting laser,"2 I've been working with only the red/yellow/green points in the middle are removed, and the bl",0,0,0,0,1,,
ROSA814,https://answers.ros.org/question/30919/looking-for-a-reference-use-of-posewithcovariance-any-pkg-using-it/,ROSAnswers,Looking for a reference use of PoseWithCovariance: any pkg using it?,the pose_cov_ops package is based looks very powerful handling poses with uncertainty and ROS s,0,0,1,0,0,,
ROSA815,https://answers.ros.org/question/38199/error-reading-from-sci-port-no-data-turtlebot-disconnects-when-set-full-mode/,ROSAnswers,Error reading from SCI port. No data. Turtlebot disconnects when set Full Mode,. No data.]. Please check that the Create is powered on and that the connector is plugged into,1,0,1,0,0,,
ROSA816,https://answers.ros.org/question/38776/arbotix_python-arbotix-servos-not-recognized/,ROSAnswers,arbotix_python arbotix servos not recognized,"So no errors of any kind, the board is being powered by an external LiPo, the servo lights up b",0,0,3,0,0,,
ROSA817,https://answers.ros.org/question/39852/openni_launch-problem/,ROSAnswers,openni_launch problem,tlebot? Are you using a kinect camera? Is it powered from the turtlebot? Assuming you have the,0,0,1,0,0,,
ROSA818,https://answers.ros.org/question/38848/dashboard-is-unble-to-check-the-laptop-battey-state/,ROSAnswers,Dashboard is unble to check the laptop battey state,e: 1342422151.301084] Unable to check laptop battery state. Exception: Value 12265 mW did not hav,7,0,0,0,0,,
ROSA819,https://answers.ros.org/question/38991/no-device-connected-turtlebot-kinect/,ROSAnswers,no device connected turtlebot kinect [closed],device connected ... im pretty sure that the power works well and there is no problem with that,0,0,4,0,2,,
ROSA820,https://answers.ros.org/question/41279/simplest-robot-with-ros/,ROSAnswers,simplest robot with ROS," did not even have the kind of computational power we have now, yet was able to demonstrate sim",0,0,1,0,0,,
ROSA821,https://answers.ros.org/question/36717/rgbdslam-display-issues/,ROSAnswers,RGBDSLAM display issues,nly a black screen with origin lines red and green in the center. Can Anyone help what is the p,0,0,0,0,1,,
ROSA822,https://answers.ros.org/question/36330/p2os-teleop/,ROSAnswers,P2OS teleop,"rostopic list
/aio
/base_controller/command
/battery_state
/cmd_motor_state
/cmd_vel
/diagnostics",2,0,0,0,0,,
ROSA823,https://answers.ros.org/question/43959/kinect-modification-kit-for-making-turtlebot-like-robot/,ROSAnswers,Kinect modification kit for making turtlebot like robot?,onfused about the kinect modification kit to power the kinect. How to make one? I have the kine,0,0,8,0,0,,
ROSA824,https://answers.ros.org/question/43830/kinect-and-turtlebot-and-xbox/,ROSAnswers,kinect and turtlebot and xbox,e original kinect which involves cutting the power cable of kinect. Can the modified kinect be,0,0,2,0,0,,
ROSA825,https://answers.ros.org/question/44053/adding-rgb-data-into-a-point-cloud/,ROSAnswers,adding rgb data into a point cloud?,"on, but it takes more load and computational power if you need to convert a lot in between ROS ",0,0,1,0,0,,
ROSA826,https://answers.ros.org/question/44765/turtlebot-with-one-or-two-laptops/,ROSAnswers,turtlebot with one or two laptops,e convenient to use a separate (perhaps more powerful) system for development. That could be ei,0,0,3,0,0,,
ROSA827,https://answers.ros.org/question/45885/rviz-unsaved-changes/,ROSAnswers,rviz: unsaved changes," when I am working on battery, it saves some power (opengl likes my cpu).As a workaround:
 - ct",1,0,1,0,0,,
ROSA828,https://answers.ros.org/question/30670/turtleboteu-power-board-and-kinect/,ROSAnswers,turtlebot.eu power board and kinect,"Hey,I have a question regarding turtlebot.eu power board. I don't have any external battery so ",4,0,7,0,0,,
ROSA829,https://answers.ros.org/question/46112/control-design-pid-and-topic-publishing/,ROSAnswers,Control Design - PID and Topic Publishing," motors in the long term.  You'll be wasting power for one thing. As for damage to the motors, ",0,0,1,0,0,,
ROSA830,https://answers.ros.org/question/46478/openni_manager-service-call-to-manually-load-kinect-driver/,ROSAnswers,Openni_manager service call to manually load Kinect driver,"going onto loading dock. Since the Kinect is powered by the Rommba motor outputs, it is switche",0,0,2,0,0,,
ROSA831,https://answers.ros.org/question/49657/can-you-use-multiple-kinects-with-openni_launch/,ROSAnswers,Can you use multiple Kinects with openni_launch?,ke sure you have enough ports and processing power on your comp!,0,0,1,0,0,,
ROSA832,https://answers.ros.org/question/47514/best-graphics-hardware-for-large-point-clouds-in-rviz/,ROSAnswers,Best graphics hardware for large point clouds in rviz,"ut a problem. However, it does take a lot of power and going over 1 million might no be so smoo",0,0,1,0,0,,
ROSA833,https://answers.ros.org/question/49045/how-to-see-visualize-the-robot-orientation-yaw-in-rviz/,ROSAnswers,How to see (visualize) the robot orientation (Yaw) in rviz,rviz will show you a coordinate frame (a red/green/blue thing as the ones in the link provided),0,0,0,0,1,,
ROSA834,https://answers.ros.org/question/12708/rgbdslam-installation-problem/,ROSAnswers,RGBDSLAM Installation problem,ng is displayed. the kinect is connected and powered correctly but the infrared never comes on,0,0,1,0,1,,
ROSA835,https://answers.ros.org/question/49319/symbol-subscribe-could-not-be-resolved/,ROSAnswers,Symbol 'subscribe' could not be resolved,is finished? Thanks!Ops sorry. I clicked the green checkbox to the left. Is that all I have to,0,0,0,0,1,,
ROSA836,https://answers.ros.org/question/50140/turtlebot-follower-demo-not-following/,ROSAnswers,Turtlebot follower demo not following," This sounds like a hardware issue, with the power being lost when the robot starts moving.  I ",0,0,3,0,0,,
ROSA837,https://answers.ros.org/question/47864/is-the-schunk-powerball-package-working-always-get-an-error/,ROSAnswers,Is the Schunk powerball package working? Always get an error.,"    Hi,I am trying to get my powerball up and running with a Peak USB to Can mo",0,0,3,0,0,,
ROSA838,https://answers.ros.org/question/48028/could-ompl-deal-with-mobile-manipulation/,ROSAnswers,could ompl deal with mobile manipulation?,"you have a holonomic base, e.g. omni-wheels, powered casters, mercantum wheels, you might be ab",0,0,1,0,0,,
ROSA839,https://answers.ros.org/question/50327/new-to-ros-want-to-build-a-robot/,ROSAnswers,"New to ROS, want to build a robot =)",that Atom D525 is going to be slightly under powered when it comes to mapping and controlling a,3,0,1,0,0,,
ROSA840,https://answers.ros.org/question/51181/how-to-connect-the-kinetic-sensor-to-my-ros-computer/,ROSAnswers,How to connect the kinetic sensor to my ROS computer,than convert that kinetic port into USB and power (http://www.amazon.com/Xbox-360-Kinect-Hyper,2,0,6,0,0,,
ROSA841,https://answers.ros.org/question/37595/create-semantic-maps-using-rgbdslam-octomaps/,ROSAnswers,Create Semantic Maps using RGBDSLAM + OctoMaps?,", recolor the , e.g. red points for class 1, green for class 2, black points for unclassified. ",0,0,0,0,1,,
ROSA842,https://answers.ros.org/question/52107/how-can-i-do-a-networking-between-ros-linux-and-a-c-program-running-on-windows/,ROSAnswers,How can I do a Networking between ROS (Linux) and a C++ Program running on Windows?,"s, dynamic reconfigure. It also includes the powerful publish/subscribe (topics) that ROS provi",0,0,1,0,0,,
ROSA843,https://answers.ros.org/question/51273/is-there-a-ros-package-that-can-provide-gui-for-other-ros-nodes/,ROSAnswers,Is there a ros package that can provide GUI for other ros nodes?," the information gathered by camera, battery power and temperature sensor.It would be better if",1,0,1,0,0,,
ROSA844,https://answers.ros.org/question/53457/kinect-dies-when-using-the-follower-example-on-a-turtlebot/,ROSAnswers,kinect dies when using the follower example on a turtlebot,be a current issue.  I would think that the battery pack could source plenty of current unless m,2,0,0,0,0,,
ROSA845,https://answers.ros.org/question/41829/turtlebot-clearpath-kinect-visualization-tutorial/,ROSAnswers,Turtlebot (clearpath) Kinect Visualization Tutorial,due to some problem that might be related to power shortage (e.g. USB-driver related as some ot,3,0,2,0,3,,
ROSA846,https://answers.ros.org/question/48320/kinect-pandaboard-ros-fail/,ROSAnswers,Kinect + Pandaboard + ROS = Fail,t warn you that the Pandaboard is not really powerful enough to read out the Kinect at the full,0,0,3,0,0,,
ROSA847,https://answers.ros.org/question/31265/problem-running-pick-and-place-application-tutorial/,ROSAnswers,Problem running pick and place application tutorial,n  shows FbinP64 for perception_pcl having a green box (mouseover the green box should read ros,0,0,0,0,2,,
ROSA848,https://answers.ros.org/question/54840/alternate-turtlebot-configurations/,ROSAnswers,Alternate Turtlebot Configurations,"  Does anyone know of methods for powering and recharging  components from
the iRobo",0,1,3,0,0,,
ROSA849,https://answers.ros.org/question/49930/performance-of-algorithms-doing-slam-with-kinect/,ROSAnswers,Performance of Algorithms doing slam with kinect [closed],y much lower rate. SLAM in 3D does need some power.It could also be that your problem is very h,0,0,1,0,0,,
ROSA850,https://answers.ros.org/question/10273/speeding-up-opencv-on-arm/,ROSAnswers,Speeding up OpenCV on ARM?,hts crossed my mind.The DSP onboard provides powerful capabilities when used with gstreamer---t,0,0,1,0,0,,
ROSA851,https://answers.ros.org/question/52215/turtlebot-db25-connector/,ROSAnswers,turtlebot  - DB25 connector,is meant to provide gryo data and a means of powering the kinect sensor from the create. As far,0,0,1,0,0,,
ROSA852,https://answers.ros.org/question/45207/is-a-power-board-really-necessary-for-turtlebot-or-is-an-din-usb-cable-enough/,ROSAnswers,Is a power board really necessary for turtlebot? Or is an din-usb cable enough...,realise that I will need to provide separate power for the kinect but wondering if there is som,0,0,9,0,0,,
ROSA853,https://answers.ros.org/question/56721/ros-vs-matlabwhich-is-best/,ROSAnswers,ROS vs MATLAB...which is best..?,end up with this question. Both of them are powerful softwares,and has more or less similar f,0,0,2,0,,
ROSA854,https://answers.ros.org/question/56704/turtlebot-2-errors/,ROSAnswers,Turtlebot 2 errors,e? I tried setting the battery to /sys/class/power_supply/BAT0 but now I am getting a warning t,9,0,2,0,1,,
ROSA855,https://answers.ros.org/question/57601/help-with-workstation-pc-vs-turtlebot-pc/,ROSAnswers,Help with workstation PC vs turtlebot PC,"hing on TurtleBot PC. But if you need to run powerful apps for navigation, planning etc, you wi",0,0,3,0,0,,
ROSA856,https://answers.ros.org/question/57161/turtlebot_bringup-error-invalid-param-tag/,ROSAnswers,turtlebot_bringup error  - invalid <param> tag [closed],e roslaunch works fine except for the laptop battery warning which I have described here -  Thank,1,0,0,0,0,,
ROSA857,https://answers.ros.org/question/12900/microsoft-kinect-or-asus-xtion/,ROSAnswers,Microsoft Kinect or ASUS Xtion ? [closed],a simple resistor added to the kinect at the power circuit been able to use the kinect on only,2,0,5,0,0,,
ROSA858,https://answers.ros.org/question/58464/rosservicewaitforservice-blocks-infinite/,ROSAnswers,ros::service::waitForService() blocks infinite,ros::service::call?what does the <2> and the green check-mark right beside your answer mean ?ye,0,0,0,0,1,,
ROSA859,https://answers.ros.org/question/57231/turtlebot-kinect-problem/,ROSAnswers,TurtleBot Kinect Problem [closed],"information: (1) the Kinect shows a flashing green light (not solid light); (2) in rviz, under ",0,0,0,0,2,,
ROSA860,https://answers.ros.org/question/55582/dynamic-information-flow-between-rosjava-nodes-and-rosactivity/,ROSAnswers,Dynamic information flow  between ROSJAVA nodes and ROSActivity,"is effective and the update to ui works! The power of Android UI and ROS!@Override
    protecte",0,0,1,0,0,,
ROSA861,https://answers.ros.org/question/57320/package-for-simple-usb-web-camera-in-groovy/,ROSAnswers,Package for simple USB web camera in groovy?,"the moment, it says camera_umd is available (green) on Oneiric and Precise, but not Quantal (re",0,0,0,0,1,,
ROSA862,https://answers.ros.org/question/55712/openni_camera-on-pandaboard-fuerte-ubuntu-1204/,ROSAnswers,OpenNI_Camera on Pandaboard (Fuerte + Ubuntu 12.04),"he Pandaboard, there is little computational power left for SLAM, sending it over WiFi is a bad",0,0,1,0,0,,
ROSA863,https://answers.ros.org/question/54165/nao-or-romeo-aldebran-robot-in-v-rep/,ROSAnswers,NAO or ROMEO aldebran robot in V-rep,"l for us as these robots are big, costly and powerful.If you plan on working on control algorit",0,0,1,0,0,,
ROSA864,https://answers.ros.org/question/33596/wireless-camera-for-usb_cam/,ROSAnswers,Wireless camera for usb_cam,"nd run through batteries quickly, so I would power them externally.There's a ROS MJPEG driver h",1,0,1,0,0,,
ROSA865,https://answers.ros.org/question/58247/turtlebot2-power-for-laptop/,ROSAnswers,Turtlebot2 power for laptop,y of the Kobuki base of my turtlebot to give power to the laptop. I would like the laptop to ta,1,0,6,0,0,,
ROSA866,https://answers.ros.org/question/57359/can-i-use-turtlebot-without-laptop-by-using-android-phoneuc-board/,ROSAnswers,Can i use Turtlebot Without Laptop by using Android phone/uc board,".All but the fastest ARM boards lack the CPU power to run the OpenNI (Kinect) driver well, and ",0,0,2,0,0,,
ROSA867,https://answers.ros.org/question/58588/turtlebot-bringup-problems/,ROSAnswers,Turtlebot bringup problems,"""No data from sci"", ""Please ensure Create is powered on and plugged in"" etc. The dashboard on t",3,0,1,0,0,,
